,paper,authors,title,abstract,cathegory
0,2505.08707,"['Zang, Jizhao', 'Briles, Travis C.', 'Morgan, Jesse S.', 'Beling, Andreas', 'Papp, Scott B.']",Universal electronic synthesis by microresonator-soliton photomixing,"Access to electrical signals across the millimeter-wave (mmW) and terahertz (THz) bands offers breakthroughs for high-performance applications. Despite generations of revolutionary development, integrated electronics are challenging to operate beyond 100 GHz. Therefore, new technologies that generate wideband and tunable electronic signals would advance wireless communication, high-resolution imaging and scanning, spectroscopy, and network formation. Photonic approaches have been demonstrated for electronic signal generation, but at the cost of increased size and power consumption. Here, we describe a chip-scale, universal mmW frequency synthesizer, which uses integrated nonlinear photonics and high-speed photodetection to exploit the nearly limitless bandwidth of light. We use a photonic-integrated circuit to generate dual, microresonator-soliton frequency combs whose interferogram is fundamentally composed of harmonic signals spanning the mmW and THz bands. By phase coherence of the dual comb, we precisely stabilize and synthesize the interferogram to generate any output frequency from DC to >1000 GHz. Across this entire range, the synthesizer exhibits exceptional absolute fractional frequency accuracy and precision, characterized by an Allan deviation of 3*10^(-12) in 1 s measurements. We use a modified uni-traveling-carrier (MUTC) photodiode with an operating frequency range to 500 GHz to convert the interferogram to an electrical signal, generating continuously tunable tones across the entire mmW band. The synthesizer phase noise at a reference frequency of 150 GHz is -83 dBc/Hz at 100 kHz offset, which exceeds the intrinsic performance of state-of-the-art CMOS electronics. Our work harnesses the coherence, bandwidth, and integration of photonics to universally extend the frequency range of current, advanced-node CMOS microwave electronics to the mmW and THz bands.",Optics
1,2505.08709,"['Elsharkawy, Ibrahim', 'Kahn, Yonatan']",Contrastive Normalizing Flows for Uncertainty-Aware Parameter Estimation,"Estimating physical parameters from data is a crucial application of machine learning (ML) in the physical sciences. However, systematic uncertainties, such as detector miscalibration, induce data distribution distortions that can erode statistical precision. In both high-energy physics (HEP) and broader ML contexts, achieving uncertainty-aware parameter estimation under these domain shifts remains an open problem. In this work, we address this challenge of uncertainty-aware parameter estimation for a broad set of tasks critical for HEP. We introduce a novel approach based on Contrastive Normalizing Flows (CNFs), which achieves top performance on the HiggsML Uncertainty Challenge dataset. Building on the insight that a binary classifier can approximate the model parameter likelihood ratio, we address the practical limitations of expressivity and the high cost of simulating high-dimensional parameter grids by embedding data and parameters in a learned CNF mapping. This mapping yields a tunable contrastive distribution that enables robust classification under shifted data distributions. Through a combination of theoretical analysis and empirical evaluations, we demonstrate that CNFs, when coupled with a classifier and established frequentist techniques, provide principled parameter estimation and uncertainty quantification through classification that is robust to data distribution distortions.","Data Analysis, Statistics and Probability"
2,2505.08711,"['Sakai, K.', 'Himeno, K.', 'Tanaka, S. J.', 'Asai, T.', 'Minami, T.', 'Abe, Y.', 'Nikaido, F.', 'Kuramoto, K.', 'Kanasaki, M.', 'Kiriyama, H.', 'Kon, A.', 'Kondo, K.', 'Nakanii, N.', 'Woon, W. Y.', 'Chu, C. M.', 'Wu, K. T.', 'Jao, C. S.', 'Liu, Y. L.', 'Pikuz, T. A.', 'Kohri, H.', 'Tokiyasu, A. O.', 'Isayama, S.', 'Kumar, H. S.', 'Tomita, K.', 'Fukuda, Y.', 'Kuramitsu, Y.']",Electron density structure measurements with scattered intense laser beam,"Short-pulse intense lasers have the potential to model extreme astrophysical environments in laboratories. Although there are diagnostics for energetic electrons and ions resulting from laser-plasma interactions, the diagnostics to measure velocity distribution functions at the interaction region of laser and plasma are limited. We have been developing the diagnostics of the interaction between intense laser and plasma using scattered intense laser. We performed experiments to measure electron density by observing the spatial distributions and ratio of horizontal to vertical polarization components of scattered laser beam using optical imaging. The observed ratio of polarization components is consistent with the drive laser beam indicating the observed light originates from the drive laser. Imaging of the scattered light shows the structure of electron density, the zeros moment of electron velocity distribution function, interacting with the intense laser. We observed the change of structure due to the laser pre-pulse that destroys the target before the arrival of the main pulse.",Plasma Physics
3,2505.08713,"['Ruan, B. J.', 'Wang, Z. L.']",Self-scalings of bubble pinch-off and inner jet emitting in a tapered co-flow,"This study systematically investigates the formation mechanisms and scaling laws governing sub-millimeter bubble-jet generation in convergent coaxial microchannels. Experimental observations reveal four distinct evolutionary stages in monodisperse bubble formation: growth, necking, detachment, and stabilization. Through necking rupture dynamics modeling, we demonstrate that the coupled effects of nozzle insertion length ($x$) and convergence angle ($\alpha$) dominate neck width evolution, exhibiting universal power-law scaling across geometric configurations. Crucially, the spatiotemporal evolution of necking interfaces under shear demonstrates self-similarity: temporal evolution follows a power-law decay with respect to remaining time ($T-t$), while spatial scaling correlates with characteristic dimension $W_\text{local}$ through power-law relationships. Multi-stage mathematical models successfully describe this self-similar interfacial behavior, confirming their predictive validity. Furthermore, we identify the core mechanism of bubble-jet formation as dynamic modulation through convergent zone flow fields characterized by front-end stretching and rear-end squeezing interactions. Experimental validation shows consistent jet velocity evolution across flow regimes under multiphysics coupling, establishing geometric similarity principles governing flow structures and dynamic behaviors in convergent microchannel architectures.",Fluid Dynamics
4,2505.08742,"['Wu, Elynn', 'Rebassoo, Finn', 'Paul, Pappu', 'Proistosescu, Cristian', 'Nugent, Jacqueline', 'McCoy, Daniel', 'Caldwell, Peter', 'Bretherton, Christopher S.']",Applying the ACE2 Emulator to SST Green's Functions for the E3SMv3 Global Atmosphere Model,"Green's functions are a useful technique for interpreting atmospheric state responses to changes in the spatial pattern of sea surface temperature (SST). Here we train version 2 of the Ai2 Climate Emulator (ACE2) on reference historical SST simulations of the US Department of Energy's EAMv3 global atmosphere model. We compare how well the SST Green's functions generated by ACE2 match those of EAMv3, following the protocol of the Green's Function Model Intercomparison Project (GFMIP). The spatial patterns of top-of-atmosphere (TOA) radiative response from the individual GFMIP SST patch simulations are similar for ACE and the EAMv3 reference. The derived sensitivity of global net TOA radiation sensitivity to SST patch location is qualitatively similar in ACE as in EAMv3, but there are statistically significant discrepancies for some SST patches, especially over the subtropical northeast Pacific. These discrepancies may reflect insufficient diversity in the SST patterns sampled over the course of the EAMv3 AMIP simulation used for training ACE. Both ACE and EAMv3 Green's functions reconstruct the historical record of the global annual-mean TOA radiative flux from a reference EAMv3 AMIP simulation reasonably well. Notably, under our configuration and compute resources, ACE achieves these results approximately 100 times faster in wall-clock time compared to EAMv3, highlighting its potential as a powerful and efficient tool for tackling other computationally intensive problems in climate science.",Atmospheric and Oceanic Physics
5,2505.08749,"['Chen, Yue', 'Engel, Miles A.', 'Jordanova, Vania K.', 'Cowee, Misa M.', 'Cunningham, Gregory S.', 'Larson, David J.']",On the Radiation Effects of Strontium Ions on Satellite Solar Cells in Low Earth Orbits,"This study focuses on the radiation effects of Sr+ ions--generated from high-altitude nuclear explosions (HANE)--on satellite solar cells in low-Earth orbits (LEO). Along four selected satellite orbits, ion fluences are sampled inside the evolving Sr+ ion distributions for days, determined from our newly developed HANE environment model. These fluences, along with the help of radiation transport codes including the MULASSIS and SRIM models, enable us to quantify the radiation damages by determining the values of total ionizing doses and the equivalent 1 MeV electron fluences for displacement damages. Comparing the dose values to existing experimental data, we conclude that HANE-generated Sr+ ions have limited darkening effects to quartz solar cell coverglasses in LEO with apogees of 100s to 1000 km. In addition, with the extremely high equivalent fluences, we also conclude that these Sr ions may cause severe or even fatal displacement damage to exposed solar photovoltaic (PV) cells on satellites in LEO. The radiation effects of Sr+ ions are much less significant for the orbits with high apogees beyond ten thousand km. We also conducted model parameter sensitivity studies on the charge exchange cross-sections, neutral atmosphere density profiles and explosion local time positions, and the above conclusions stay unchanged. The methodology developed in this study can be extended to other HANE-generated heavy ion species in the future.",Space Physics
6,2505.08762,"['Levine, Daniel S.', 'Shuaibi, Muhammed', 'Spotte-Smith, Evan Walter Clark', 'Taylor, Michael G.', 'Hasyim, Muhammad R.', 'Michel, Kyle', 'Batatia, Ilyes', 'Csányi, Gábor', 'Dzamba, Misko', 'Eastman, Peter', 'Frey, Nathan C.', 'Fu, Xiang', 'Gharakhanyan, Vahe', 'Krishnapriyan, Aditi S.', 'Rackers, Joshua A.', 'Raja, Sanjeev', 'Rizvi, Ammar', 'Rosen, Andrew S.', 'Ulissi, Zachary', 'Vargas, Santiago', 'Zitnick, C. Lawrence', 'Blau, Samuel M.', 'Wood, Brandon M.']","The Open Molecules 2025 (OMol25) Dataset, Evaluations, and Models","Machine learning (ML) models hold the promise of transforming atomic simulations by delivering quantum chemical accuracy at a fraction of the computational cost. Realization of this potential would enable high-throughout, high-accuracy molecular screening campaigns to explore vast regions of chemical space and facilitate ab initio simulations at sizes and time scales that were previously inaccessible. However, a fundamental challenge to creating ML models that perform well across molecular chemistry is the lack of comprehensive data for training. Despite substantial efforts in data generation, no large-scale molecular dataset exists that combines broad chemical diversity with a high level of accuracy. To address this gap, Meta FAIR introduces Open Molecules 2025 (OMol25), a large-scale dataset composed of more than 100 million density functional theory (DFT) calculations at the $\omega$B97M-V/def2-TZVPD level of theory, representing billions of CPU core-hours of compute. OMol25 uniquely blends elemental, chemical, and structural diversity including: 83 elements, a wide-range of intra- and intermolecular interactions, explicit solvation, variable charge/spin, conformers, and reactive structures. There are ~83M unique molecular systems in OMol25 covering small molecules, biomolecules, metal complexes, and electrolytes, including structures obtained from existing datasets. OMol25 also greatly expands on the size of systems typically included in DFT datasets, with systems of up to 350 atoms. In addition to the public release of the data, we provide baseline models and a comprehensive set of model evaluations to encourage community engagement in developing the next-generation ML models for molecular chemistry.",Chemical Physics
7,2505.08767,"['Hassan, O.', 'Shelbaya, O.', 'Fedorko, W.', 'Planche, T.', 'Kester, O.']",Strategy for Bayesian Optimized Beam Steering at TRIUMF-ISAC's MEBT and HEBT Beamlines,"In preparation for operation of multiple Rare Isotope Beams (RIBs) when the Advanced Rare Isotope Laboratory (ARIEL) becomes operational, TRIUMF embarked on a program of advanced beam tuning applications and machine learning tools. The strategy for operationalizing Bayesian Optimization for beam steering purposes is being developed. A previously reported centroid correction algorithm is used to tune accelerated charged particle beams at TRIUMF's ISAC postaccelerator facility. We present findings and results from multiple machine development experiments conducted between October and November 2024, as part of a pivot toward semi-automated machine tuning methods. These findings were instrumental in shaping the tuning strategy for the medium and high energy beam transport (MEBT, HEBT) lines at ISAC, by sequentially optimizing sub-sections of the beamlines.",Accelerator Physics
8,2505.08777,"['Christen, Ian', 'Panuski, Christopher', 'Propson, Thomas', 'Englund, Dirk']",Full-volume aberration-space holography,"Simultaneous, diffraction-limited control of multiple optical beams is crucial for applications ranging from lithography to optogenetics, deep tissue imaging, and tweezer-based manipulation of cells, particles, or atoms. Despite the desire to address wider fields of view, deeper volumes, and increasingly-disordered media, spatially-varying aberrations currently restrict parallelized steering to a limited ""isoplanatic"" region over which the point spread function is invariant. Here, we overcome this limitation by combining individual propagation kernels accounting for site-specific aberrations into a single spatial light modulator (SLM) hologram. This ""aberration-space holography"" unlocks precise, parallel holographic shaping over the SLM's entire Nyquist-limited volume, enabling us to realize full-field, anisoplanatic aberration compensation for the first time. By simultaneously correcting 50 isoplanatic patches with 8 principal aberration modes, we demonstrate a full-field optical tweezer array with 8x larger field of view than the best isoplanatic correction. Extending to 3D, we increase the volume of a multiphoton volumetric display by 12x. These performance enhancements are immediately accessible to a diverse range of applications through our open-source software implementation, which combines aberration-space holography with automated experimental feedback, wavefront calibration, and alignment.",Optics
9,2505.08794,"['Barandiaran, Juan', 'Rivas, Martin']",Classical Dirac particle I,"In this work we produce a classical Lagrangian description of an elementary spinning particle which satisfies Dirac equation when quantized. We call this particle a classical Dirac particle. We analyze in detail the way we arrive to this model and how the different observables and constants of the motion can be expressed in terms of the degrees of freedom and their derivatives, by making use of Noether's theorem. The main feature is that the particle has a center of charge r, moving at the speed of light, that satisfies fourth-order diferential equations and all observables can be expressed only in terms of this point and their time derivatives. The particle has also a center of mass q, that is a different point than the center of charge. This implies that two different spin observables can be defined, one S with respect to the point r and another SCM with respect to the point q, that satisfy different dynamical equations. The spin S satisfies the same dynamical equation than Dirac's spin operator. The fourth-order differential equations for the point r can be transformed into a system of second-order ordinary differential equations for the center of charge and center of mass. The dynamics can be described in terms of dimensionless variables. The possible interaction Lagrangians are described and we devote the main part of the work to the electromagnetic interaction of the Dirac particle with uniform and oscillating electric and magnetic fields. The numerical integrations of the dynamical equations are performed with different Mathematica notebooks that are available for the interested reader.",Classical Physics
10,2505.08802,"['Park, Sanghyeon', 'Hong, Yuseung', 'Choi, Hyunseo']",Enhanced Performance of Highly Activated Carbon and Surface-Treated Porous Polymers as Physical Adsorbents for Chemical Warfare Agents,"The use of chemical warfare agents (CWAs) in modern warfare cannot be disregarded due to their ease of use and potential for large-scale incapacitation. An effective countermeasure involves the physical adsorption of these agents, preventing their entry through the respiratory tract by non-specific adsorption. In this study, we investigate the physical interaction between potential adsorbents and model gases mimicking CWAs, thereby identifying sufficient conditions for higher physical adsorption performance. Our findings reveal that the physical adsorption capacity is highly sensitive to the surface properties of the adsorbents, with uniform development of micropores, rather than solely high surface area, emerging as a critical factor. Additionally, we identified the potential of porous organic polymers as promising alternatives to conventional activated carbon-based adsorbents. Through a facile introduction of polar sulfone functional groups on the polymer surface, we demonstrated that these polar surface polymers exhibit physical adsorption capabilities for formaldehyde under ambient conditions comparable to high-performance activated carbons. Notably, the superior activated carbon possessed a high BET surface area of 2400 m^2/g and an exceptionally uniform micropore structure with an average pore size of approximately 11 Angstroms. This research paves the way for designing adsorbents with high physical adsorption capacities tailored for CWAs protection, offering a significant advancement in developing next-generation protective materials.",Chemical Physics
11,2505.08815,"['Shi, Yuejiang']",Achievement of 1 MA Discharges in Hydrogen-Boron Plasmas on EXL-50U,"One mega ampere (MA) plasma discharges were achieved on the EXL-50U spherical torus (ST) in hydrogen-boron (p-B) plasmas with toroidal fields up to 1 T at major radii up to 0.6m. A key innovation in these experiments was the use of a boron-rich fueling strategy, incorporating a high-concentration boron-containing gas mixture and real-time boron powder injection during the discharges. The boron content in the fueling reached 10%, representing the first publicly reported MA-class hydrogen-boron plasma with such a high boron concentration. Non-inductive plasma startup was achieved using electron cyclotron resonance heating (ECRH), and a rapid current ramp-up to 1 MA was realized through the synergistic use of ECRH and the central solenoid (CS). With 800 kW of ECRH power, core electron temperatures of up to 3 keV were attained. These results demonstrate the feasibility of producing high-performance hydrogen-boron plasmas in a spherical torus configuration and offer important physics and engineering insights for future reactor-scale applications - particularly in the areas of low loop voltage current start-up and real-time boronization techniques.",Plasma Physics
