,Degree,Clustering_coefficient,Eigenvector_centrality,Mean_degree_NN
0,74,0.004442798963346909,0.006269929218671261,74.71621621621621
1,80,0.002848101265822785,0.006651933062816866,73.5
2,65,0.0028846153846153848,0.005544137339223992,75.6
3,80,0.002531645569620253,0.006657645334414304,73.4125
4,59,0.0035067212156633548,0.004950946449872166,74.15254237288136
5,71,0.0016096579476861167,0.006030028991642494,75.01408450704226
6,76,0.0038596491228070177,0.00637807438133972,74.22368421052632
7,59,0.0017533606078316774,0.004854842085818325,72.79661016949153
8,70,0.002070393374741201,0.005802112206869824,73.18571428571428
9,77,0.002050580997949419,0.006503533786910231,74.58441558441558
10,64,0.001984126984126984,0.005344152799461067,73.921875
11,68,0.0021949078138718174,0.005664296131569995,73.69117647058823
12,79,0.0035702693930542034,0.0066542447578625315,74.26582278481013
13,70,0.0033126293995859213,0.005954565601149761,75.18571428571428
14,61,0.00273224043715847,0.005155365697387145,74.72131147540983
15,86,0.0024623803009575923,0.007240095167510611,74.13953488372093
16,65,0.0033653846153846156,0.00548948047752504,74.52307692307693
17,78,0.001665001665001665,0.006544964645069045,73.92307692307692
18,67,0.003165988240615106,0.005439336863458951,71.88059701492537
19,56,0.003246753246753247,0.004659867616625898,73.75
20,72,0.003129890453834116,0.006086563464041458,74.52777777777777
21,77,0.0017088174982911825,0.006515720228040371,74.71428571428571
22,69,0.0038363171355498722,0.005871279714313039,75.17391304347827
23,66,0.0032634032634032634,0.00553089864309883,74.28787878787878
24,77,0.002734107997265892,0.0064799882168277345,74.46753246753246
25,73,0.00228310502283105,0.006100448876243797,73.82191780821918
26,82,0.004215597711532671,0.006832043205475848,73.51219512195122
27,80,0.006012658227848101,0.006889158995175655,75.95
28,73,0.00380517503805175,0.006138883379564993,74.35616438356165
29,54,0.0020964360587002098,0.004442144694374205,72.79629629629629
30,73,0.003424657534246575,0.006252472212542372,75.56164383561644
31,67,0.0027137042062415195,0.0055626445253010035,73.61194029850746
32,83,0.0029385836027034967,0.006928507313064601,73.67469879518072
33,80,0.0031645569620253164,0.006728334423485453,74.1375
34,79,0.0029211295034079843,0.006685999561477529,74.59493670886076
35,85,0.0025210084033613447,0.007284506803477941,75.4
36,64,0.002976190476190476,0.005410447338737531,74.765625
